Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
17.04.2020 00:00:00;99;375;14;-290;6456
18.04.2020 00:00:00;59;237;17;-195;6660
19.04.2020 00:00:00;47;149;17;-119;3312
20.04.2020 00:00:00;65;364;9;-308;3705
21.04.2020 00:00:00;70;403;17;-350;6069
22.04.2020 00:00:00;70;235;12;-177;12776
23.04.2020 00:00:00;60;231;7;-178;4041
24.04.2020 00:00:00;79;230;6;-157;6851
25.04.2020 00:00:00;62;129;13;-80;8403
26.04.2020 00:00:00;36;100;9;-73;6542
27.04.2020 00:00:00;68;184;6;-122;4906
28.04.2020 00:00:00;49;150;14;-115;7041
29.04.2020 00:00:00;60;156;7;-103;8176
30.04.2020 00:00:00;54;184;7;-137;8645
01.05.2020 00:00:00;37;104;4;-71;7680
02.05.2020 00:00:00;28;78;3;-53;5540
03.05.2020 00:00:00;12;56;8;-52;4736
04.05.2020 00:00:00;30;138;4;-112;4716
05.05.2020 00:00:00;54;114;3;-63;6812
06.05.2020 00:00:00;46;105;7;-66;6371
07.05.2020 00:00:00;40;108;3;-71;5640
08.05.2020 00:00:00;49;150;5;-106;6175
09.05.2020 00:00:00;30;66;7;-43;7621
10.05.2020 00:00:00;15;52;3;-40;4818
11.05.2020 00:00:00;65;85;3;-23;2976
12.05.2020 00:00:00;38;82;1;-45;9830
13.05.2020 00:00:00;52;71;3;-22;6938
14.05.2020 00:00:00;54;69;3;-18;8354
15.05.2020 00:00:00;75;63;0;12;6745
16.05.2020 00:00:00;15;50;1;-36;6042
17.05.2020 00:00:00;26;25;1;0;5116
18.05.2020 00:00:00;58;47;4;7;3560
19.05.2020 00:00:00;61;66;1;-6;6366
20.05.2020 00:00:00;30;48;3;-21;7157
21.05.2020 00:00:00;31;51;3;-23;6045
22.05.2020 00:00:00;28;48;4;-24;4851
23.05.2020 00:00:00;24;46;1;-23;5875
24.05.2020 00:00:00;31;36;1;-6;5494
25.05.2020 00:00:00;25;54;2;-31;3484
26.05.2020 00:00:00;22;83;4;-65;5844
27.05.2020 00:00:00;50;72;1;-23;7521
28.05.2020 00:00:00;19;76;1;-58;8666
29.05.2020 00:00:00;42;56;2;-16;6930
30.05.2020 00:00:00;32;31;0;1;7841
31.05.2020 00:00:00;5;32;4;-31;6391
01.06.2020 00:00:00;19;32;1;-14;3286
02.06.2020 00:00:00;16;67;3;-54;4558
03.06.2020 00:00:00;53;36;3;14;6580
04.06.2020 00:00:00;17;47;3;-33;8508
05.06.2020 00:00:00;66;27;2;37;7983
06.06.2020 00:00:00;31;23;1;7;6463
07.06.2020 00:00:00;25;27;1;-3;3685
08.06.2020 00:00:00;24;52;3;-31;5164
09.06.2020 00:00:00;15;29;2;-16;6160
10.06.2020 00:00:00;34;35;2;-3;5423
11.06.2020 00:00:00;22;29;1;-8;3967
12.06.2020 00:00:00;37;27;2;8;6270
13.06.2020 00:00:00;22;25;1;-4;4395
14.06.2020 00:00:00;18;17;5;-4;3864
15.06.2020 00:00:00;53;32;5;16;2830
16.06.2020 00:00:00;19;23;3;-7;5030
17.06.2020 00:00:00;31;37;1;-7;7915
18.06.2020 00:00:00;32;31;0;1;5312
19.06.2020 00:00:00;52;34;2;16;6203
20.06.2020 00:00:00;32;35;2;-5;6078
21.06.2020 00:00:00;29;13;2;14;2376
22.06.2020 00:00:00;31;38;3;-10;5216
23.06.2020 00:00:00;43;34;2;7;6673
24.06.2020 00:00:00;35;22;4;9;6111
25.06.2020 00:00:00;44;33;2;9;5659
26.06.2020 00:00:00;74;22;1;51;6199
27.06.2020 00:00:00;45;30;3;12;7053
28.06.2020 00:00:00;62;22;2;38;5025
29.06.2020 00:00:00;49;34;1;14;3855
30.06.2020 00:00:00;101;30;0;71;6381
01.07.2020 00:00:00;95;31;1;63;8110
02.07.2020 00:00:00;79;42;3;34;7834
03.07.2020 00:00:00;134;46;1;87;6805
04.07.2020 00:00:00;106;22;3;81;7174
05.07.2020 00:00:00;76;28;0;48;5125
06.07.2020 00:00:00;68;38;1;29;6301
07.07.2020 00:00:00;91;46;0;45;6044
08.07.2020 00:00:00;118;46;0;72;8071
09.07.2020 00:00:00;72;51;1;20;7507
10.07.2020 00:00:00;105;59;0;46;7757
11.07.2020 00:00:00;90;54;3;33;8225
12.07.2020 00:00:00;52;45;2;5;5031
13.07.2020 00:00:00;99;83;2;14;3876
14.07.2020 00:00:00;123;113;0;10;7512
15.07.2020 00:00:00;129;80;1;48;8165
16.07.2020 00:00:00;141;111;1;29;10052
17.07.2020 00:00:00;124;137;0;-13;8068
18.07.2020 00:00:00;81;61;0;20;8677
19.07.2020 00:00:00;87;54;5;28;5579
20.07.2020 00:00:00;90;102;2;-14;49767
21.07.2020 00:00:00;137;130;0;7;7164
22.07.2020 00:00:00;162;91;1;70;9081
23.07.2020 00:00:00;117;90;2;25;11350
24.07.2020 00:00:00;153;101;0;52;7810
25.07.2020 00:00:00;112;86;2;24;7049
26.07.2020 00:00:00;101;61;0;40;7008
27.07.2020 00:00:00;96;158;3;-65;5271
28.07.2020 00:00:00;153;144;0;9;8037
29.07.2020 00:00:00;102;115;1;-14;9396
30.07.2020 00:00:00;190;120;4;66;9434
31.07.2020 00:00:00;123;131;3;-11;10425
01.08.2020 00:00:00;62;98;3;-39;7358
02.08.2020 00:00:00;70;93;2;-25;7495
03.08.2020 00:00:00;93;182;1;-90;5123
04.08.2020 00:00:00;83;159;0;-76;6341
05.08.2020 00:00:00;159;152;1;6;7124
06.08.2020 00:00:00;119;123;2;-6;13373
07.08.2020 00:00:00;90;137;4;-51;10030
08.08.2020 00:00:00;104;91;2;11;7934
09.08.2020 00:00:00;72;68;1;3;6629
10.08.2020 00:00:00;158;139;0;19;3890
11.08.2020 00:00:00;187;97;2;88;8750
12.08.2020 00:00:00;190;133;2;55;8510
13.08.2020 00:00:00;251;96;3;152;8490
14.08.2020 00:00:00;349;109;1;239;11924
15.08.2020 00:00:00;156;81;1;74;5922
16.08.2020 00:00:00;169;76;1;92;9136
17.08.2020 00:00:00;259;110;1;148;5577
18.08.2020 00:00:00;252;142;2;108;13821
19.08.2020 00:00:00;347;131;2;214;11283
20.08.2020 00:00:00;331;143;1;187;12266
21.08.2020 00:00:00;302;206;3;93;13972
22.08.2020 00:00:00;229;146;2;81;11746
23.08.2020 00:00:00;193;157;2;34;7832
24.08.2020 00:00:00;243;201;5;37;6219
25.08.2020 00:00:00;301;230;0;71;8883
26.08.2020 00:00:00;320;224;0;96;9110
27.08.2020 00:00:00;225;259;0;-34;14044
28.08.2020 00:00:00;395;338;1;56;14701
29.08.2020 00:00:00;237;174;0;63;12799
30.08.2020 00:00:00;224;208;0;16;11349
31.08.2020 00:00:00;220;236;3;-19;8619
01.09.2020 00:00:00;286;220;2;64;12416
02.09.2020 00:00:00;429;258;2;169;17441
03.09.2020 00:00:00;366;315;1;50;11689
04.09.2020 00:00:00;380;372;5;3;14232
05.09.2020 00:00:00;217;221;1;-5;11318
06.09.2020 00:00:00;367;172;2;193;8018
07.09.2020 00:00:00;396;317;0;79;10398
08.09.2020 00:00:00;552;312;1;239;10254
09.09.2020 00:00:00;692;260;1;431;11582
10.09.2020 00:00:00;598;224;4;370;14971
11.09.2020 00:00:00;930;375;4;551;13789
12.09.2020 00:00:00;414;229;4;181;14674
13.09.2020 00:00:00;414;256;1;157;10573
14.09.2020 00:00:00;820;283;1;536;9342
15.09.2020 00:00:00;723;365;0;358;13100
16.09.2020 00:00:00;854;335;5;514;15331
17.09.2020 00:00:00;806;411;5;390;15272
18.09.2020 00:00:00;874;488;4;382;18854
19.09.2020 00:00:00;667;344;3;320;18134
20.09.2020 00:00:00;471;380;5;86;12584
21.09.2020 00:00:00;582;676;4;-98;13412
22.09.2020 00:00:00;719;626;3;90;14552
23.09.2020 00:00:00;804;650;5;149;16617
24.09.2020 00:00:00;658;595;6;57;18518
25.09.2020 00:00:00;762;861;5;-104;20409
26.09.2020 00:00:00;591;575;5;11;17443
27.09.2020 00:00:00;546;429;6;111;9865
28.09.2020 00:00:00;738;795;2;-59;14493
29.09.2020 00:00:00;759;736;6;17;16586
30.09.2020 00:00:00;854;709;3;142;31409
01.10.2020 00:00:00;790;649;8;133;18586
02.10.2020 00:00:00;1014;851;6;157;21839
03.10.2020 00:00:00;719;578;5;136;15456
04.10.2020 00:00:00;738;433;10;295;12505
05.10.2020 00:00:00;927;583;9;335;11895
06.10.2020 00:00:00;1076;664;12;400;18237
07.10.2020 00:00:00;1274;724;8;542;18589
08.10.2020 00:00:00;1109;719;10;380;21762
09.10.2020 00:00:00;1260;772;9;479;18575
10.10.2020 00:00:00;1014;689;8;317;19956
11.10.2020 00:00:00;832;588;13;231;13876
12.10.2020 00:00:00;1141;847;10;284;13668
13.10.2020 00:00:00;1321;782;7;532;21708
14.10.2020 00:00:00;1436;872;8;556;17033
15.10.2020 00:00:00;1522;784;6;732;19813
16.10.2020 00:00:00;1794;1112;10;672;16119
17.10.2020 00:00:00;1486;828;16;642;25109
18.10.2020 00:00:00;1197;673;9;515;15315
19.10.2020 00:00:00;1647;1055;15;577;14550
20.10.2020 00:00:00;1978;1041;13;924;19469
21.10.2020 00:00:00;2653;868;20;1765;21077
22.10.2020 00:00:00;3232;1017;19;2196;25278
23.10.2020 00:00:00;3343;1216;20;2107;28024
24.10.2020 00:00:00;2971;1030;17;1924;24189
25.10.2020 00:00:00;2472;951;22;1499;17744
26.10.2020 00:00:00;2781;1074;26;1681;23216
27.10.2020 00:00:00;4373;1466;31;2876;14112
28.10.2020 00:00:00;4467;1858;35;2574;27379
29.10.2020 00:00:00;5048;1835;43;3170;24506
30.10.2020 00:00:00;5715;2418;40;3257;26421
31.10.2020 00:00:00;4789;2088;53;2648;28742
01.11.2020 00:00:00;4476;1882;33;2561;23316
02.11.2020 00:00:00;5190;2434;41;2715;23450
03.11.2020 00:00:00;6363;2583;55;3725;25881
04.11.2020 00:00:00;7111;2887;64;4160;29433
05.11.2020 00:00:00;6952;2948;59;3945;28133
06.11.2020 00:00:00;8090;4006;48;4036;33067
07.11.2020 00:00:00;5324;3602;75;1647;29810
08.11.2020 00:00:00;5744;3381;55;2308;26867
09.11.2020 00:00:00;6246;4213;81;1952;26376
10.11.2020 00:00:00;7435;4407;71;2957;26540
11.11.2020 00:00:00;9172;4774;89;4309;31571
12.11.2020 00:00:00;8256;5288;101;2867;38226
13.11.2020 00:00:00;7015;6368;99;548;32328
14.11.2020 00:00:00;5095;6114;97;-1116;33067
15.11.2020 00:00:00;4613;5358;84;-829;27080
16.11.2020 00:00:00;6073;6216;102;-245;26232
17.11.2020 00:00:00;7520;6419;105;996;29050
18.11.2020 00:00:00;6434;6032;95;307;33128
19.11.2020 00:00:00;6603;6170;117;316;31316
20.11.2020 00:00:00;6466;7605;127;-1266;33190
21.11.2020 00:00:00;5151;6454;118;-1421;30808
22.11.2020 00:00:00;2437;5791;105;-3459;29831
23.11.2020 00:00:00;4609;6335;123;-1849;20422
24.11.2020 00:00:00;5738;6640;105;-1007;28070
25.11.2020 00:00:00;5389;5918;121;-650;30569
26.11.2020 00:00:00;5017;5768;120;-871;33318
27.11.2020 00:00:00;4236;6721;130;-2615;27048
28.11.2020 00:00:00;3735;5402;136;-1803;40205
29.11.2020 00:00:00;2390;5149;122;-2881;22197
30.11.2020 00:00:00;3374;5742;136;-2504;15054
01.12.2020 00:00:00;3937;5809;143;-2015;23192
02.12.2020 00:00:00;3567;5875;137;-2445;27862
03.12.2020 00:00:00;3655;5291;145;-1781;31294
04.12.2020 00:00:00;3591;5705;140;-2254;28674
05.12.2020 00:00:00;2865;4666;123;-1924;20053
06.12.2020 00:00:00;2067;3638;105;-1676;18118
07.12.2020 00:00:00;2510;4553;131;-2174;14577
08.12.2020 00:00:00;2631;4340;117;-1826;19643
09.12.2020 00:00:00;2481;3873;133;-1525;20351
10.12.2020 00:00:00;3089;4007;122;-1040;27915
11.12.2020 00:00:00;2835;3799;139;-1103;25394
12.12.2020 00:00:00;2638;3296;105;-763;30917
13.12.2020 00:00:00;2505;2724;105;-324;21202
14.12.2020 00:00:00;2741;3224;116;-599;17562
15.12.2020 00:00:00;2758;3748;97;-1087;21037
16.12.2020 00:00:00;2389;3073;105;-789;28747
17.12.2020 00:00:00;1949;3015;108;-1174;28216
18.12.2020 00:00:00;2151;2905;95;-849;31414
19.12.2020 00:00:00;1504;2441;94;-1031;33800
20.12.2020 00:00:00;1353;2532;91;-1270;24990
21.12.2020 00:00:00;2096;2908;90;-902;20957
22.12.2020 00:00:00;2541;3208;114;-781;29463
23.12.2020 00:00:00;2843;3115;99;-371;38440
24.12.2020 00:00:00;1802;2584;86;-868;29151
25.12.2020 00:00:00;1283;2258;70;-1045;21616
26.12.2020 00:00:00;1157;1911;94;-848;14425
27.12.2020 00:00:00;1696;1926;64;-294;9909
28.12.2020 00:00:00;2107;2002;89;16;21246
29.12.2020 00:00:00;2965;2056;83;826;15563
30.12.2020 00:00:00;2702;2134;78;490;16085
31.12.2020 00:00:00;2001;2055;73;-127;26789
01.01.2021 00:00:00;1585;2346;69;-830;20462
02.01.2021 00:00:00;1632;2238;69;-675;0
03.01.2021 00:00:00;1885;1944;57;-116;-76893
04.01.2021 00:00:00;2286;2037;75;174;12601
05.01.2021 00:00:00;2950;2150;60;740;15450
06.01.2021 00:00:00;2082;1833;69;180;22630
07.01.2021 00:00:00;1985;2247;71;-333;16752
08.01.2021 00:00:00;2285;2562;52;-329;23605
09.01.2021 00:00:00;1541;2070;49;-578;19780
10.01.2021 00:00:00;1386;1868;60;-542;14175
11.01.2021 00:00:00;1686;2236;69;-619;14089
12.01.2021 00:00:00;2137;2009;72;56;2945871
13.01.2021 00:00:00;1646;2104;64;-522;124267
14.01.2021 00:00:00;1531;2029;61;-559;390264
15.01.2021 00:00:00;1543;2200;63;-720;79635
16.01.2021 00:00:00;1317;1799;70;-552;79124
17.01.2021 00:00:00;1008;1673;51;-716;52039
18.01.2021 00:00:00;1614;1883;65;-334;106991
19.01.2021 00:00:00;1646;1830;57;-241;180970
20.01.2021 00:00:00;1733;1604;44;85;610150
21.01.2021 00:00:00;1777;1561;64;152;46353
22.01.2021 00:00:00;1433;1705;50;-322;58656
23.01.2021 00:00:00;1256;1388;70;-202;89237
24.01.2021 00:00:00;938;1286;50;-398;51994
25.01.2021 00:00:00;1411;1561;53;-203;67705
26.01.2021 00:00:00;1566;1516;57;-7;103256
27.01.2021 00:00:00;1460;1450;51;-41;91061
28.01.2021 00:00:00;1406;1577;50;-221;92444
29.01.2021 00:00:00;1476;1685;56;-265;71028
30.01.2021 00:00:00;1089;1516;45;-472;125459
31.01.2021 00:00:00;1130;1393;57;-320;69704
01.02.2021 00:00:00;1210;1501;51;-342;126053
02.02.2021 00:00:00;1627;1482;58;87;81397
03.02.2021 00:00:00;1508;1267;36;205;181897
04.02.2021 00:00:00;1260;1357;38;-135;108302
05.02.2021 00:00:00;1357;1526;36;-205;87206
06.02.2021 00:00:00;1145;1325;39;-219;159889
07.02.2021 00:00:00;993;1052;40;-99;212647
08.02.2021 00:00:00;1221;1315;37;-131;128988
09.02.2021 00:00:00;1454;1236;40;178;310611
10.02.2021 00:00:00;1651;1336;41;274;221201
11.02.2021 00:00:00;1552;1401;37;114;231481
12.02.2021 00:00:00;1258;1394;34;-170;203715
13.02.2021 00:00:00;1162;1329;35;-202;214321
14.02.2021 00:00:00;1166;1105;30;31;139545
15.02.2021 00:00:00;1483;1294;34;155;157018
16.02.2021 00:00:00;1640;1305;28;307;291200
17.02.2021 00:00:00;1882;1246;38;598;206359
18.02.2021 00:00:00;1688;1244;30;414;274347
19.02.2021 00:00:00;2084;1474;23;587;200765
20.02.2021 00:00:00;1642;1322;34;286;236088
21.02.2021 00:00:00;1217;1232;32;-47;198975
22.02.2021 00:00:00;1878;1207;36;635;93176
23.02.2021 00:00:00;1951;1255;36;660;258396
24.02.2021 00:00:00;2436;1241;35;1160;261319
25.02.2021 00:00:00;1875;1219;28;628;268901
26.02.2021 00:00:00;2485;1491;25;969;223250
27.02.2021 00:00:00;2210;1523;32;655;318941
28.02.2021 00:00:00;1397;1332;32;33;156014
01.03.2021 00:00:00;2170;1575;22;573;95564
02.03.2021 00:00:00;2439;1518;30;891;354794
03.03.2021 00:00:00;2383;1590;26;767;244731
04.03.2021 00:00:00;2342;1756;24;562;261250
05.03.2021 00:00:00;2743;2015;30;698;259495
06.03.2021 00:00:00;2237;1707;34;496;250673
07.03.2021 00:00:00;1944;1631;23;290;158844
08.03.2021 00:00:00;2504;1794;24;686;122080
09.03.2021 00:00:00;2395;1867;31;497;395907
10.03.2021 00:00:00;2856;1767;30;1059;278184
11.03.2021 00:00:00;3042;1629;34;1379;219654
12.03.2021 00:00:00;3006;2130;32;844;357890
13.03.2021 00:00:00;2524;1990;33;501;271761
14.03.2021 00:00:00;1906;1777;30;99;167435
15.03.2021 00:00:00;2747;2004;35;708;139103
16.03.2021 00:00:00;2854;2051;32;771;355721
17.03.2021 00:00:00;3509;2073;39;1397;436660
18.03.2021 00:00:00;3209;2009;30;1170;298583
19.03.2021 00:00:00;3638;2741;43;854;269448
20.03.2021 00:00:00;2685;2255;30;400;278034
21.03.2021 00:00:00;2431;1683;36;712;192964
22.03.2021 00:00:00;3010;2144;38;828;159929
23.03.2021 00:00:00;3523;2333;22;1168;369807
24.03.2021 00:00:00;3426;2278;28;1120;300842
25.03.2021 00:00:00;3199;2390;36;773;418328
26.03.2021 00:00:00;3285;2589;29;667;485632
27.03.2021 00:00:00;2641;2779;29;-167;143342
28.03.2021 00:00:00;3230;2438;34;758;261036
29.03.2021 00:00:00;2782;2790;37;-45;154788
30.03.2021 00:00:00;3116;2491;33;592;483046
31.03.2021 00:00:00;3378;2745;38;595;358215
01.04.2021 00:00:00;3076;2991;36;49;353719
02.04.2021 00:00:00;3294;3025;42;227;281183
03.04.2021 00:00:00;2813;2901;38;-126;316492
04.04.2021 00:00:00;2327;2743;47;-463;244556
05.04.2021 00:00:00;2006;3181;32;-1207;132334
06.04.2021 00:00:00;2832;3537;25;-730;219544
07.04.2021 00:00:00;2848;3175;50;-377;516648
08.04.2021 00:00:00;2483;3304;36;-857;352501
09.04.2021 00:00:00;3442;3313;36;93;293340
10.04.2021 00:00:00;1959;3003;34;-1078;316396
11.04.2021 00:00:00;2051;2735;39;-723;200841
12.04.2021 00:00:00;2223;3035;35;-847;169508
13.04.2021 00:00:00;3161;3130;33;-2;349278
14.04.2021 00:00:00;2715;3013;40;-338;505277
15.04.2021 00:00:00;2332;2743;33;-444;308943
16.04.2021 00:00:00;2350;3017;34;-701;286539
17.04.2021 00:00:00;2028;2612;39;-623;317349
18.04.2021 00:00:00;2007;2622;29;-644;207928
19.04.2021 00:00:00;2075;2417;30;-372;190653
20.04.2021 00:00:00;2514;2674;46;-206;320616
21.04.2021 00:00:00;2608;2890;25;-307;262443
22.04.2021 00:00:00;2471;2609;34;-172;307961
23.04.2021 00:00:00;1957;3080;18;-1141;280891
24.04.2021 00:00:00;1888;2443;28;-583;302593
25.04.2021 00:00:00;1575;2263;19;-707;199558
26.04.2021 00:00:00;1902;2135;30;-263;147739
27.04.2021 00:00:00;2259;2405;24;-170;426701
28.04.2021 00:00:00;2142;2619;31;-508;54657
29.04.2021 00:00:00;2108;2147;27;-66;272015
30.04.2021 00:00:00;1645;2701;18;-1074;303180
01.05.2021 00:00:00;1532;2202;31;-701;335502
02.05.2021 00:00:00;1099;1980;31;-912;155568
03.05.2021 00:00:00;1422;2148;24;-750;111903
04.05.2021 00:00:00;1702;2635;27;-960;399416
05.05.2021 00:00:00;1379;2405;20;-1046;347639
06.05.2021 00:00:00;1378;2170;23;-815;459327
07.05.2021 00:00:00;1141;2429;23;-1311;287929
08.05.2021 00:00:00;1053;2046;15;-1008;309774
09.05.2021 00:00:00;738;2028;25;-1315;204215
10.05.2021 00:00:00;915;1950;15;-1050;135456
11.05.2021 00:00:00;1153;2182;13;-1042;363597
12.05.2021 00:00:00;981;2131;26;-1176;379788
13.05.2021 00:00:00;849;1872;11;-1034;415694
14.05.2021 00:00:00;632;1875;12;-1255;141201
15.05.2021 00:00:00;683;1534;15;-866;277682
16.05.2021 00:00:00;519;1372;12;-865;175480
17.05.2021 00:00:00;633;1417;12;-796;138372
18.05.2021 00:00:00;841;1696;15;-870;309371
19.05.2021 00:00:00;605;1313;3;-711;396564
20.05.2021 00:00:00;657;1420;8;-771;388652
21.05.2021 00:00:00;564;1269;14;-719;424152
22.05.2021 00:00:00;507;1115;9;-617;479351
23.05.2021 00:00:00;347;876;12;-541;348172
24.05.2021 00:00:00;406;839;7;-440;211515
25.05.2021 00:00:00;474;1067;10;-603;382294
26.05.2021 00:00:00;606;833;13;-240;442992
27.05.2021 00:00:00;537;873;11;-347;542328
28.05.2021 00:00:00;424;771;13;-360;332288
29.05.2021 00:00:00;385;811;9;-435;435113
30.05.2021 00:00:00;327;658;9;-340;339485
31.05.2021 00:00:00;360;666;7;-313;212485
01.06.2021 00:00:00;489;843;9;-363;346340
02.06.2021 00:00:00;305;599;10;-304;925527
03.06.2021 00:00:00;351;553;4;-206;681027
04.06.2021 00:00:00;284;478;6;-200;381242
05.06.2021 00:00:00;326;551;5;-230;748649
06.06.2021 00:00:00;311;357;6;-52;419385
07.06.2021 00:00:00;307;488;5;-186;292615
08.06.2021 00:00:00;356;607;4;-255;412011
09.06.2021 00:00:00;287;476;6;-195;443161
10.06.2021 00:00:00;226;465;4;-243;516503
11.06.2021 00:00:00;198;419;8;-229;325511
12.06.2021 00:00:00;207;448;5;-246;457254
13.06.2021 00:00:00;103;308;4;-209;420545
14.06.2021 00:00:00;147;402;4;-259;312751
15.06.2021 00:00:00;180;356;4;-180;354433
16.06.2021 00:00:00;171;335;3;-167;354696
17.06.2021 00:00:00;131;388;3;-260;526047
18.06.2021 00:00:00;149;358;7;-216;489691
19.06.2021 00:00:00;108;300;6;-198;480332
20.06.2021 00:00:00;115;217;5;-107;418937
21.06.2021 00:00:00;102;216;5;-119;375017
22.06.2021 00:00:00;116;297;1;-182;705626
23.06.2021 00:00:00;99;176;6;-83;389863
24.06.2021 00:00:00;108;226;3;-121;290906
25.06.2021 00:00:00;117;173;0;-56;451660
26.06.2021 00:00:00;66;166;3;-103;417608
27.06.2021 00:00:00;73;161;1;-89;312902
28.06.2021 00:00:00;93;166;2;-75;427614
29.06.2021 00:00:00;106;176;5;-75;350968
30.06.2021 00:00:00;80;165;3;-88;291247
01.07.2021 00:00:00;108;159;1;-52;354947
02.07.2021 00:00:00;104;128;6;-30;259390
03.07.2021 00:00:00;68;177;4;-113;343935
04.07.2021 00:00:00;73;87;2;-16;561265
05.07.2021 00:00:00;103;124;0;-21;322102
06.07.2021 00:00:00;127;137;3;-13;347381
07.07.2021 00:00:00;148;128;2;18;335988
08.07.2021 00:00:00;199;119;2;78;382522
09.07.2021 00:00:00;178;108;2;68;314230
10.07.2021 00:00:00;154;78;2;74;413896
11.07.2021 00:00:00;184;89;0;95;371928
12.07.2021 00:00:00;245;71;1;173;316160
13.07.2021 00:00:00;273;107;3;163;346475
14.07.2021 00:00:00;302;100;4;198;281780
15.07.2021 00:00:00;352;104;0;248;729443
16.07.2021 00:00:00;430;117;3;310;342544
17.07.2021 00:00:00;336;106;1;229;409271
18.07.2021 00:00:00;265;113;1;151;368400
19.07.2021 00:00:00;336;136;3;197;262510
20.07.2021 00:00:00;363;165;1;197;446461
21.07.2021 00:00:00;419;170;1;248;311223
02.12.2021 00:00:00;7213;12384;77;-5248;466309
03.12.2021 00:00:00;6239;13245;71;-7077;400321
04.12.2021 00:00:00;5304;11554;69;-6319;296446
05.12.2021 00:00:00;4245;10721;59;-6535;292422
06.12.2021 00:00:00;4391;10935;65;-6609;310646
07.12.2021 00:00:00;6041;13221;71;-7251;457815
08.12.2021 00:00:00;4304;11147;63;-6906;395681
09.12.2021 00:00:00;3106;10350;58;-7302;301881
10.12.2021 00:00:00;4797;9844;57;-5104;411029
11.12.2021 00:00:00;3245;9156;50;-5961;264154
12.12.2021 00:00:00;3255;7500;41;-4286;288460
13.12.2021 00:00:00;2916;7690;51;-4825;261523
14.12.2021 00:00:00;4113;8363;52;-4302;460677
15.12.2021 00:00:00;2920;6714;35;-3829;466533
16.12.2021 00:00:00;2690;6246;39;-3595;410701
17.12.2021 00:00:00;2342;6066;34;-3758;428824
18.12.2021 00:00:00;1982;5229;32;-3279;332869
19.12.2021 00:00:00;1880;4265;37;-2422;262854
20.12.2021 00:00:00;1940;4727;33;-2820;252128
21.12.2021 00:00:00;2797;5502;31;-2736;316974
22.12.2021 00:00:00;2155;4348;23;-2216;538458
23.12.2021 00:00:00;2258;4004;24;-1770;338202
24.12.2021 00:00:00;2102;3776;19;-1693;508023
25.12.2021 00:00:00;1622;3137;21;-1536;389512
26.12.2021 00:00:00;1732;2813;23;-1104;290509
27.12.2021 00:00:00;2591;2625;25;-59;193332
28.12.2021 00:00:00;3329;3412;24;-107;2196281
29.12.2021 00:00:00;3169;2632;17;520;317231
30.12.2021 00:00:00;3803;2319;30;1454;305717
31.12.2021 00:00:00;3684;2657;14;1013;352361
